University Name,University ID,Database Name,Vendor Name,Subject Area,Product Description,Source URL
University of Cambridge,U0005,International Bibliography of the Social Sciences (IBSS),,,"This database includes over 3 million bibliographic references to journal articles and to books, reviews and selected chapters dating back to 1951. It is unique in its broad coverage of international material and incorporates over 100 languages and countries. Over 2,800 journals are regularly indexed and some 7,000 books are included each year.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,International Climatic Changes and Global Warming,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,International Dictionary of Psychoanalysis,,,"The history of psychoanalysis in 50 countries shows the relationship between psychoanalysis and other disciplines, with entries discussing writers, philosophers, literary movements and historical events.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,International Encyclopedia of Anthropology,,,Reference resource for the field of anthropology and interrelated areas,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,International Encyclopedia of Ethics,,,"Comprehensive reference work incorporating metaethics, practical ethics and normative ethics",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,International Encyclopedia of the Social and Behavioral Sciences,,,"Fully revised and updated, the second edition of the International Encyclopedia of the Social and Behavioral Sciences, first published in 2001, offers a source of social and behavioral sciences reference material that is broader and deeper than any other. Available in both print and online editions, it comprises over 3,900 articles, commissioned by 71 Section Editors, and includes 90,000 bibliographic references as well as comprehensive name and subject indexes.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,International Energy Statistics (archives via OECD),,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,International Energy Statistics (IEA),,,Please read Terms and Conditions https://www.iea.org/terms/terms-of-use-for-non-cc-material?tm_campaign=IEA+newsletters&utm_medium=Email&utm_source=SendGrid This package provides access to all of the IEA's main statistics products in one convenient package with one start and expiry date.,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,International Herald Tribune Historical Archive 1887-2013,,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,International Maritime Boundaries Online,,,Comprehensive reference for international state practice concerning maritime boundary delimitation,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,International Medieval Bibliography,,,"A multidisciplinary bibliographic database covering Europe, North Africa and the Middle East for the entire period from AD 300 to 1500. It aims to provide a comprehensive, current bibliography of articles in journals and miscellany volumes (conference proceedings, essay collections or Festschriften) published worldwide in over 35 different languages. The database currently comprises over 400,000 article records on every aspect of the Middle Ages, with over 16,000 new records being added annually in quarterly updates",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,International Music Score Library Project (IMSLP),,,Sharing the world’s public domain music.,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,International Tables for Crystallography (2006 ed.),,,"The series comprises articles and tables of data relevant to crystallographic research and to applications of crystallographic methods in all sciences concerned with the structure and properties of materials. Emphasis is given to symmetry, diffraction methods and techniques of crystal structure determination, and the physical and chemical properties of crystals.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,International War on Drugs,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,International Women's Movement: The Pan Pacific/Southeast Asia Women's Association;1950-1985,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Internet Encyclopedia of Philosophy,,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Internet Library of Early Journals,,,"A joint project by the Universities of Birmingham, Leeds, Manchester and Oxford. It aimed to digitise substantial runs of 18th and 19th century journals, and make these images available on the Internet, together with their associated bibliographic data. The project finished in 1999, and no additional material will be added.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Introduction to U.S. History: Slavery in America,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Introduction to U.S. History: The American Revolution,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Introduction to U.S. History: The Civil War,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Investment Arbitration Reporter,,,Electronic news service tracking cross-border arbitrations between foreign investors and their host goverments.,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Investor-State LawGuide,,,International Investment Treaty Law and Arbitration. Includes all publicly available decisions and awards where the subject of the claim is an investment treaty.,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,IOP Science ebooks,,,"The Institute of Physics publishes ""high-quality research across the physical sciences. Their ebook collections have been created to meet the needs of students, early-career researchers and established leaders in the respective fields.”Access to: 2023-25 annual collections; Expanding Physics releases 1-3; Concise Physics releases 1-3; AAS-IOP Astronomy releases 1-2, and selected individually purchased titles.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,IPA Source,,,The web’s largest library of International Phonetic Alphabet (IPA) transcriptions & literal translations of aria and art song texts,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Iran (Persia): Records of the U.S. Department of State;1883-1959,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Iraq: Records of the U.S. Department of State;1888-1944,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,IRDB : International Repositories Database,,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Irish Newspaper Archive,,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Irish Times Newspaper Archive,,,Access to the archive is currently unavailable. The publisher is aware of the problem and is working to fix the issue.,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Iskusstvo kino Digital Archive,,,Journal of Russian and Soviet cinema,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,ISS (formerly Riskmetrics),,,Contact Judge Business School for username/password,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Istituto Nazionale di Studi sul Rinascimento,,,"The Library holds 70000 volumes. Particularly precious sections: the Ancient Collection, Minor Arts and History of the Theatre.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Italian OPAC directory,,,Italian library catalogues,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Italinemo,,,Bibliographical database on Italian literature jounals.,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Izvestiia Digital Archive,,,Daily newspaper published until 1991,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,J-STAGE,,,Leading scholarly ejournals from Japan,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,J. P. Morgan Research,,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Jacoby Online,,,"Brill's New Jacoby provides a revised edition of the Greek texts of Felix Jacoby’s Die Fragmente der Griechischen Historiker where relevant. It includes several new authors and many fragments of existing authors that were either unknown to Jacoby or excluded by him. It also gives commentaries in those cases where Jacoby failed to do so. Brill's New Jacoby presents facing English translations of the Greek fragments, a new, critical commentary, and a brief encyclopedia-style entry about each historian’s life and works, with a select bibliography.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,James Meredith;J. Edgar Hoover;and the Integration of the University of Mississippi,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Japan and Korea: Summation of Nonmilitary Activities;1945-1948,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Japan at War and Peace;1930-1949: U.S. State Department Records on the Internal Affairs of Japan,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Japan-U.S. Economic Relations Group Records;1979-1981,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Japan: Records of the U.S. Department of State Relating to Commercial Relations;1910-1949,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Japan: Records of the U.S. Department of State Relating to Commercial Relations;1950-1963,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Japan: Records of the U.S. Department of State Relating to Internal Affairs;1950-1954,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Japan: Records of the U.S. Department of State Relating to Internal Affairs;1955-1959,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Japan: Records of the U.S. Department of State Relating to Political Relations;1930-1939,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Japan: Records of the U.S. Department of State Relating to Political Relations;1940-1944,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Japan: Records of the U.S. Department of State Relating to Political Relations;1945-1949,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Japan: Records of the U.S. Department of State;1950-1959,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Japan: U.S. Naval Technical Mission;1945-1946,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Japanese American Internment: Records of the Franklin D. Roosevelt Library,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Japanese-American Relocation Camp Newspapers: Perspectives on Day-to-Day Life,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,JapanKnowledge Plus,,,4 concurrent users only,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Jewish Question: Records from the Berlin Document Center,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Jewish Underground Resistance: The David Diamant Collection,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,JFK and Foreign Affairs;1961-1963,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,John Benjamins e-Books,,,Selected individual ebook titles on language and linguistics.,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,John Johnson Collection,,,"This collection provides access to thousands of items selected from the John Johnson Collection of Printed Ephemera, offering unique insights into the changing nature of everyday life in Britain in the eighteenth, nineteenth and early twentieth centuries. Categories include Nineteenth-Century Entertainment, the Booktrade, Popular Prints, Crimes, Murders and Executions, and Advertising",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Johnson Administration and Foreign Affairs,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Johnson Presidency Administrative Histories: Economy;Finance and Trade,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Johnson Presidency Administrative Histories: Foreign Affairs and National Security,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Johnson Presidency Administrative Histories: Health;Education and Welfare,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Johnson Presidency Administrative Histories: Labor and Employment,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Johnson Presidency Administrative Histories: Science and Technology,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Journal Citation Reports,,,Select Journal Citation Reports on the Web of Science platform (go to Products top right),https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Journaux de la RÃ©volution de 1848 (Newspapers of the French Revolution 1848),,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,JoVE Unlimited : Journal of Visualized Experiments,,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,JSTOR,,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,JSTOR Irish Studies,,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,JSTOR Lives of Literature,,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,JSTOR Public Health journals,,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,JSTOR Security studies,,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,JSTOR Sustainability,,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Junta Provincial de Patronato de Matanzas Records,,,"This collection consists of 157 sets of documents related to the Junta Provincial de Patronato de Matanzas, created in 1880 when the law of patronato (apprenticeship) was passed in Spain.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Jus Mundi,,,Comprehensive and reliable data for each area of international law and arbitration.,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Kadokawa kogo daijiten 角川古語大辞典,,,"A multi-volume dictionary of classical Japanese with about 100,000 main entries plus many examples",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Kanopy,,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Kansas History: Territorial through Civil War;1854â€“1865,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Karger,,,"Access to front and backlist ebook titles published by Karger, a scientific and medical publisher.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,"Kenya under colonial rule, in government reports, 1907-1964",,,"The featured collections cover British colonial administrations that reigned during the 19th and 20th centuries, and include content on 13 colonies, from Ghana and Togo to Kenya and Nigeria. Apartheid era South Africa is also covered extensively in the papers of journalist Colin Legum and materials from political parties on both sides of the racial and ideological divide.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,King and the People in Morocco;1950-1959: U.S. State Department Records on the Internal Affairs of Morocco,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,KinoDen,,,Selected Japanese ebook titles.,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Kirk-Othmer Encyclopedia of Chemical Technology,,,"Presents a wide scope of articles on chemical substances—including their properties, manufacturing, and uses. It also focuses on industrial processes and unit operations in chemical engineering, as well as covering fundamentals and scientific subjects related to the field",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Klassiki,,,"Contemporary and classic cinema from Eastern Europe, the Caucasus, and Central Asia. Access for Cambridge University members only. You must first create an account using a valid @cam.ac.uk email address.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Kluwer Arbitration,,,"Major service for international arbitration research. Contains inter alia BITs, Conventions and Decision Summaries. Also included is commentary through books and journals.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Kluwer Law Online,,,"Full text of 18 journals covering European, European Union and International Law. Includes titles such as Common Market Law Review and Journal of World Trade",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Knovel - Aerospace & Radar Technology,,,"Covering all aspects of aircraft, helicopter, spacecraft, and ballistic system design and manufacture, as well as the design, manufacture and operation of radar, microwave and antenna arrays.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Knovel - Chemistry & Chemical Engineering,,,"Covers both chemical processes and product development, including plant design and operation, as well as analytical chemistry, catalysis, separation, and synthesis used in the creation of new products.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Knovel - Civil Engineering & Construction Materials,,,"Covers structural engineering, code compliance, earth moving, green building, road construction and building with materials such as concrete, wood and steel.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Knovel - Mechanics & Mechanical Engineering,,,"Covers design of motors and drives, pipe design, hydraulics, fluid mechanics and rheology, boiler and pressure vessel design, HVAC, systems and equipment, ship and vehicle design and manufacturing, Finite Element Method, and control of vibration.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Kokka Taikan,,,4 simultaneous users : please logout when you have finished your session,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,"Koninklijke Bibliotheek, Nationale bibliotheek van Nederland",,,Online catalogue of the national library of the Nederlands.,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Korea Citation Index (KCI) portal,,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Korea Open Access Journals,,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Korea: Records of the U.S. Department of State;1930-1963,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Korean Journal Database (via Web of Science),,,Provides access to articles from multidisciplinary journals covered in KCI. KCI is managed by the National Research Foundation of Korea and contains bibliographic information for scholarly literature published in Korea.,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Korean studies information service (KISS),,,One of the most important databases for Korean academic journal articles,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Kotar,,,Please note that off-campus access to Kotar requires VPN.,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Kotobarabia database,,,"A compendium of early works of an astounding variety of disciplines from important Arab writers, spanning fields from feminism and social theory, to classics of literature, history, and the sciences. Includes works by the Four Imams of the Sunni Sect, the Al Azhar Modern Sheikhs, various authors of the Modern Arab Enlightenment, and rare works by the former Egyptian royal family. Consisting mostly of historic texts, the books in this collection are full-image, with searchable metadata only.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Krokodil Digital Archive,,,Satirical magazine,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,KRpia,,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,KU Open Research Library,,,"A range of Open Access works in the Arts, Humanities, Social Sciences and STEMM.Books are available to read online or download as PDFs. Users can browse by subjector run an Advanced Search for titles by language, publisher, content type and more.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Kunsthistorisches Institut in Florenz,,,Digital material from the Kunsthistorisches Institut in Florenz,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,KVK - Karlsruher Virtueller Katalog,,,Allows simultaneous research in numerous databases with focus on German-speaking resources,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Kyobo Ebooks,,,"An individual account is required to access the full-text content. If you are a Cambridge-registered student or staff member, please sign up on theKyobo websiteand contact korean@lib.cam.ac.uk for approval.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,L'Affaire Dreyfus: son influence dans la création de la France moderne (The Dreyfus Affair in the Making of Modern France),,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,La France pendant la guerre 1939-1945: Résistance et journaux de Vichy (Voices from Wartime France 1939-1945: Clandestine Resistance and Vichy Newspapers),,,"Providing perspectives from both the Vichy government and the resistance movement, this unique collection constitutes the sum of the French press that actually reached Britain during the Occupation of 1940-44. It is the record of what was known by the British about the hearts and minds of the French people at the most dramatic period of their shared history.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,La France pendant la guerre 1939-1945: Resistance et journaux de Vichy (Voices from Wartime France 1939-1945: Clandestine Resistance and Vichy),,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,LACLI,,,"Repository of free online resources for Latin American, Caribbean, Latinx, and Iberian resources",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Landmap,,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,LANIC (Latin American Network Information Center),,,"LANIC's mission is to facilitate access to Internet-based information to, from, or on Latin America. LANIC's editorially reviewed directories contain over 10,000 unique URLs, one of the largest guides for Latin American content on the Internet.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Laos: Records of the U.S. Department of State;1963-1966,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Late Qing and Republican-Era Chinese Newspapers,,,"The Late Qing and Republican-Era Chinese Newspapers collection provides invaluable perspective on this critical period. The press of more than twenty cities is represented, spanning the Chinese mainland and the entire half century. The collection provides researchers a richly comprehensive perspective on Chinese life, culture, and politics throughout the collapse of the Qing Dynasty, the years of provisional government and civil war, and the birth of the People’s Republic.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Late Qing Full-text Database (1833~1911)  晚清期刊全文数据库,,,5 simultaneous users,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Latin American Choral Music,,,"On this web site you will find information about many kinds of choral music. Most, but not all of it relates to “art music” rather than world or folk music. Original compositions and arrangements are included.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Latin American Election Statistics,,,"Consists of a series of volumes on selected Latin American countries (Colombia, Costa Rica, Cuba, the Dominican Republic, El Salvador, Guatemala, Honduras, Mexico, Nicaragua, Panama, and Peru) that provide chronologies of elections since independence at the municipal, state, and federal levels and list sources of statistics for each election as identified.  The focus is on identifying sources of electoral statistics. It is based on the extensive collection on Latin American elections in the UC San Diego Library. Most of this material is readily available through interlibrary loan.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Latin American Ephemera: Digitized Microfilm Sets,,,"This site is gradually making digitally available a subset of the Latin American Ephemera Collection that was only accessible in microfilm. In time, it will include more than three hundred thematically and geographically organized sub-collections.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Latin American Mortality Database,,,"The Latin American Mortality Database (LAMBdA) contains data on (a) census and vital statistics information on population size (starting in 1841) and death counts (starting in 1900) and up to 2014 for 19 countries; (b) life tables (every five and ten years) adjusted for undercount and for adult age misstatement by five and single year age groups (using 85 and 100 as open age groups); (c) mortality rates by causes of deaths (unadjusted and adjusted for completeness, age misstatement and ill-defined causes of death) starting in 1945, associated single decrement, and multiple decrement life tables; and (d) reconstructed (estimated) cohort life tables for birth cohorts born from 1850 onward.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Latin American Newspapers Series 1 and Series 2,,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Latin American Open Archives Portal,,,"The Latin American Open Archives Portal is a project of the Latin Americanist Research Resources Project - LARRP, in collaboration with the Latin American Network Information Center - LANIC, to improve access to social sciences grey literature produced in Latin America. The portal provides access to working documents, pre-prints, research papers, statistical documents, and other difficult-to-access materials from the ""deep Web."" Typically, this content is published by research institutes, non-governmental organizations, and peripheral agencies that are not controlled by commercial publishers.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Latin American Pamphlet Digital Collection,,,Harvard's Widener Library is the repository of many scarce and unique Latin American pamphlets published during the 19th and the early 20th centuries.  The Latin American Pamphlet Digital Collection contains catalog records with links to page images of the digitized pamphlets. As additional pamphlets are cataloged and digitized they will be added to this Collection.,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Latin American Visuals Online Repository,,,"A unique resource featuring materials gathered by Latin Americanist scholars from multiple institutions for use by students and scholars alike. By combining these materials on one web site, individuals will be able to experience the rich culture, heritage, and natural beauty of Latin America and Antarctica.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Latin Americanist Research Resources Project,,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Latin Cross Database searchtool,,,"Provides simultaneous searching of four databases: Library of Latin Texts (CLCLT); Monumenta Germaniae Historica (MGH); Aristoteles Latinus Database (ALD), and the Archive of Celtic-Latin Literature (ACLL).",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Latindex,,,"Latindex es producto de la cooperación de una red de instituciones que funcionan de manera coordinada para reunir y diseminar información bibliográfica sobre las publicaciones científicas seriadas producidas en la region.Latindex es un sistema de Información sobre las revistas de investigación científica, técnico-profesionales y de divulgación científica y cultural que se editan en los países de América Latina, el Caribe, España y Portugal. La idea de creación de Latindex surgió en 1995 en la Universidad Nacional Autónoma de México (UNAM) y se convirtió en una red de cooperación regional a partir de 1997.Actualmente Latindex ofrece cuatro bases de datos: 1) Directorio con datos bibliográficos y de contacto de todas las revistas registradas, ya sea que se publiquen en soporte impreso o electrónico; 2) Catálogo que incluye únicamente las revistas –impresas o electrónicas- que cumplen los criterios de calidad editorial diseñados por Latindex; 3) Revistas en línea que permite el acceso a los textos completos en los sitios en que se encuentran disponibles. En la sección ""Productos"" se hace una mayor descripción de estos recursos y la forma de consultarlos. 4) Portal de Portales Permite el acceso al texto completo de una selección de revistas iberoamericanas disponibles en los portales más importantes de la región.Actualmente Latindex ofrece cuatro bases de datos: 1) Directorio con datos bibliográficos y de contacto de todas las revistas registradas, ya sea que se publiquen en soporte impreso o electrónico; 2) Catálogo que incluye únicamente las revistas –impresas o electrónicas- que cumplen los criterios de calidad editorial diseñados por Latindex; 3) Revistas en línea que permite el acceso a los textos completos en los sitios en que se encuentran disponibles. En la sección ""Productos"" se hace una mayor descripción de estos recursos y la forma de consultarlos. 4) Portal de Portales Permite el acceso al texto completo de una selección de revistas iberoamericanas disponibles en los portales más importantes de la región.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,LatinNews,,,Entitled to access six titles: LatinNews Daily; Latin American Weekly Report; Latin American Regional Reports (Brazil and Southern Cone; Mexico; Caribbean and Central America; Andean Group),https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Lawtel,,,Reported as well as unreported judgments back to 1980 from a range of courts. Provides substantial abstracts.,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,"Le Monde, 1944-2000",,,"The historical newspaper Le Monde provides students, researchers and scholars with online, easily searchable first-hand accounts and unparalleled coverage of the politics, society and events of the time in the French language.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Lebanon;Palestine;Syria;Trans-Jordan: Records of the U.S. Department of State;1836-1944,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Lecture Notes in Computer Science,,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Lecture Notes in Mathematics,,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Lecture Notes in Physics,,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Legal Battle for Civil Rights in Alabama: Vernon Z. Crawford Records;1958-1978 Civil Rights Cases and Selections from the Blacksher;Menefee & Stein Records,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Legifrance,,,Full database of French official legal texts,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Legislation.gov.uk,,,"Brings together the legislative content currently held on the Office of Public Sector Information (OPSI) website and revised legislation from the Statute Law Database (SLD) to provide a single legislation service. The full text of primary UK legislation from 1267 and and secondary UK legislation from 1988 is available, including amendments. Browse chronologically; search by title, number or date of enactment.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Legislation.gov.uk,,,Managed by theNational Archiveson behalf of HM Government. Publishing all UK legislation is a core part of the remit of the Keeper of Public Records and the King’s Printer for Scotland.,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,"Lens, The",,,"A trans-disciplinary, trans-domain platform aggregating metadata on scholarly works and patents for discovery and analysis using management tools and APIs.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Leuven Database of Ancient Books (LDAB),,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Lexicon Gregorianum Online (Gregory of Nyssa Online),,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Lexicon Iconographicum Mythologiae Classicae Image Database,,,"Image database of the Lexicon Iconographicum Mythologiae Classicae. The LIMC presents what is known of the iconography of Greek, Etruscan and Roman mythology as well as of the neighbouring Mediterranean cultures.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Lexicon of Greek Grammarians of Antiquity,,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Lexis+,,,"ICLR, All England Law Reports, Halsbury's Laws of England, Legislation Service, Newspapers.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,LGBT Magazine Archive,,,"Archival runs of many of the most influential, longest-running serial publications covering LGBT interests, including the Advocate and Gay Times.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,LGBTQ Archives of sexuality & gender,,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Liberation Movement in Africa and African America,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Liberia and the U.S.: Nation-Building in Africa;1864-1918,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Liberia and the U.S.: Nation-Building in Africa;1918-1935,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
